,index,geometry,center_x,center_y,center,,pharmacy,recycling,place_of_worship,post_box,library,post_office,parking,fuel,bank,pub,telephone,toilets,taxi,bicycle_parking,motorcycle_parking,fast_food,bar,life_boats,restaurant,arts_centre,music_venue,nightclub,cafe,atm,community_centre,jobcentre,doctors,cinema,grave_yard,police,bus_station,theatre,bureau_de_change,hospital,bench,school,courthouse,ice_cream,fountain,left_luggage,drinking_water,casino,car_rental,car_wash,ferry_terminal,dentist,townhall,shelter,parking_entrance,conference_centre,marketplace,vending_machine,waste_basket,clock,studio,veterinary,gallery,gambling,kindergarten,social_facility,charging_station,bicycle_rental,car_sharing,clinic,water,compressed_air,public_building,social_centre,childcare,grit_bin,bicycle_repair_station,events_venue,embassy,college,circus_school,parcel_lockers,money_transfer,photo_booth,luggage_locker,university,venue,swimming_pool,fire_station,post_depot,crematorium,sport,nursing_home,biergarten,garden,prison,club,parking_space,trailer_park,archive,monastery
154,247,"POLYGON ((-4.243200600000003 55.86127669999998, -4.233200600000004 55.86127669999998, -4.233200600000004 55.85127669999999, -4.243200600000003 55.85127669999999, -4.243200600000003 55.86127669999998))",-4.238200600000003,55.85627669999998,POINT (-4.238200600000003 55.85627669999998),,1.0,5.0,1.0,4.0,,,19.0,,,19.0,2.0,1.0,,19.0,4.0,12.0,1.0,,7.0,6.0,,,18.0,5.0,1.0,,1.0,,,,,2.0,1.0,,7.0,,,,1.0,,,,,1.0,,1.0,,,,1.0,4.0,2.0,,,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
155,248,"POLYGON ((-4.243200600000003 55.85127669999999, -4.233200600000004 55.85127669999999, -4.233200600000004 55.84127669999999, -4.243200600000003 55.84127669999999, -4.243200600000003 55.85127669999999))",-4.238200600000003,55.8462767,POINT (-4.238200600000003 55.8462767),,,2.0,,2.0,,,4.0,,,3.0,,,,3.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
156,249,"POLYGON ((-4.243200600000003 55.84127669999999, -4.233200600000004 55.84127669999999, -4.233200600000004 55.83127669999999, -4.243200600000003 55.83127669999999, -4.243200600000003 55.84127669999999))",-4.238200600000003,55.836276699999985,POINT (-4.238200600000003 55.83627669999998),,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,250,"POLYGON ((-4.243200600000003 55.83127669999999, -4.233200600000004 55.83127669999999, -4.233200600000004 55.82127669999999, -4.243200600000003 55.82127669999999, -4.243200600000003 55.83127669999999))",-4.238200600000003,55.82627669999999,POINT (-4.238200600000003 55.82627669999999),,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,251,"POLYGON ((-4.243200600000003 55.82127669999999, -4.233200600000004 55.82127669999999, -4.233200600000004 55.81127669999999, -4.243200600000003 55.81127669999999, -4.243200600000003 55.82127669999999))",-4.238200600000003,55.816276699999996,POINT (-4.238200600000003 55.8162767),,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,252,"POLYGON ((-4.243200600000003 55.81127669999999, -4.233200600000004 55.81127669999999, -4.233200600000004 55.8012767, -4.243200600000003 55.8012767, -4.243200600000003 55.81127669999999))",-4.238200600000003,55.80627669999999,POINT (-4.238200600000003 55.80627669999999),,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,253,"POLYGON ((-4.243200600000003 55.8012767, -4.233200600000004 55.8012767, -4.233200600000004 55.7912767, -4.243200600000003 55.7912767, -4.243200600000003 55.8012767))",-4.238200600000003,55.79627670000001,POINT (-4.238200600000003 55.79627670000001),,,,,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,254,"POLYGON ((-4.243200600000003 55.7912767, -4.233200600000004 55.7912767, -4.233200600000004 55.7812767, -4.243200600000003 55.7812767, -4.243200600000003 55.7912767))",-4.238200600000003,55.7862767,POINT (-4.238200600000003 55.7862767),,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,259,"POLYGON ((-4.233200600000004 55.90127669999998, -4.223200600000004 55.90127669999998, -4.223200600000004 55.89127669999998, -4.233200600000004 55.89127669999998, -4.233200600000004 55.90127669999998))",-4.228200600000004,55.89627669999997,POINT (-4.228200600000004 55.89627669999997),,,,2.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,260,"POLYGON ((-4.233200600000004 55.89127669999998, -4.223200600000004 55.89127669999998, -4.223200600000004 55.88127669999998, -4.233200600000004 55.88127669999998, -4.233200600000004 55.89127669999998))",-4.228200600000004,55.886276699999975,POINT (-4.228200600000004 55.88627669999997),,2.0,,4.0,2.0,1.0,1.0,10.0,,1.0,4.0,3.0,,,2.0,,9.0,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
164,261,"POLYGON ((-4.233200600000004 55.88127669999998, -4.223200600000004 55.88127669999998, -4.223200600000004 55.87127669999998, -4.233200600000004 55.87127669999998, -4.233200600000004 55.88127669999998))",-4.228200600000004,55.87627669999998,POINT (-4.228200600000004 55.87627669999998),,1.0,3.0,1.0,2.0,,,7.0,1.0,,,,,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
165,262,"POLYGON ((-4.233200600000004 55.87127669999998, -4.223200600000004 55.87127669999998, -4.223200600000004 55.86127669999998, -4.233200600000004 55.86127669999998, -4.233200600000004 55.87127669999998))",-4.228200600000004,55.86627669999999,POINT (-4.228200600000004 55.86627669999999),,2.0,4.0,2.0,5.0,1.0,1.0,8.0,,1.0,1.0,,,,1.0,,3.0,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
166,263,"POLYGON ((-4.233200600000004 55.86127669999998, -4.223200600000004 55.86127669999998, -4.223200600000004 55.85127669999999, -4.233200600000004 55.85127669999999, -4.233200600000004 55.86127669999998))",-4.228200600000004,55.85627669999998,POINT (-4.228200600000004 55.85627669999998),,1.0,6.0,1.0,5.0,,,5.0,,,6.0,3.0,,,4.0,,5.0,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
167,264,"POLYGON ((-4.233200600000004 55.85127669999999, -4.223200600000004 55.85127669999999, -4.223200600000004 55.84127669999999, -4.233200600000004 55.84127669999999, -4.233200600000004 55.85127669999999))",-4.228200600000004,55.8462767,POINT (-4.228200600000004 55.8462767),,1.0,1.0,1.0,3.0,2.0,1.0,3.0,,,7.0,1.0,,,6.0,1.0,9.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
168,267,"POLYGON ((-4.233200600000004 55.82127669999999, -4.223200600000004 55.82127669999999, -4.223200600000004 55.81127669999999, -4.233200600000004 55.81127669999999, -4.233200600000004 55.82127669999999))",-4.228200600000004,55.816276699999996,POINT (-4.228200600000004 55.8162767),,,,,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,268,"POLYGON ((-4.233200600000004 55.81127669999999, -4.223200600000004 55.81127669999999, -4.223200600000004 55.8012767, -4.233200600000004 55.8012767, -4.233200600000004 55.81127669999999))",-4.228200600000004,55.80627669999999,POINT (-4.228200600000004 55.80627669999999),,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
170,269,"POLYGON ((-4.233200600000004 55.8012767, -4.223200600000004 55.8012767, -4.223200600000004 55.7912767, -4.233200600000004 55.7912767, -4.233200600000004 55.8012767))",-4.228200600000004,55.79627670000001,POINT (-4.228200600000004 55.79627670000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,275,"POLYGON ((-4.223200600000004 55.90127669999998, -4.213200600000004 55.90127669999998, -4.213200600000004 55.89127669999998, -4.223200600000004 55.89127669999998, -4.223200600000004 55.90127669999998))",-4.218200600000004,55.89627669999997,POINT (-4.218200600000004 55.89627669999997),,,,1.0,,,,11.0,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,276,"POLYGON ((-4.223200600000004 55.89127669999998, -4.213200600000004 55.89127669999998, -4.213200600000004 55.88127669999998, -4.223200600000004 55.88127669999998, -4.223200600000004 55.89127669999998))",-4.218200600000004,55.886276699999975,POINT (-4.218200600000004 55.88627669999997),,,,,2.0,,1.0,2.0,,,1.0,1.0,,,1.0,,4.0,,,,,,,,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,277,"POLYGON ((-4.223200600000004 55.88127669999998, -4.213200600000004 55.88127669999998, -4.213200600000004 55.87127669999998, -4.223200600000004 55.87127669999998, -4.223200600000004 55.88127669999998))",-4.218200600000004,55.87627669999998,POINT (-4.218200600000004 55.87627669999998),,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,278,"POLYGON ((-4.223200600000004 55.87127669999998, -4.213200600000004 55.87127669999998, -4.213200600000004 55.86127669999998, -4.223200600000004 55.86127669999998, -4.223200600000004 55.87127669999998))",-4.218200600000004,55.86627669999999,POINT (-4.218200600000004 55.86627669999999),,1.0,5.0,3.0,5.0,,1.0,4.0,1.0,,2.0,3.0,,,6.0,,4.0,,,2.0,,,,3.0,2.0,,,2.0,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
175,279,"POLYGON ((-4.223200600000004 55.86127669999998, -4.213200600000004 55.86127669999998, -4.213200600000004 55.85127669999999, -4.223200600000004 55.85127669999999, -4.223200600000004 55.86127669999998))",-4.218200600000004,55.85627669999998,POINT (-4.218200600000004 55.85627669999998),,2.0,7.0,7.0,1.0,1.0,1.0,8.0,,2.0,5.0,2.0,,,10.0,,10.0,1.0,,4.0,,,,8.0,1.0,,,2.0,,,,,,1.0,,,3.0,,,,,,,,1.0,,3.0,,,,,,,,,,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,280,"POLYGON ((-4.223200600000004 55.85127669999999, -4.213200600000004 55.85127669999999, -4.213200600000004 55.84127669999999, -4.223200600000004 55.84127669999999, -4.223200600000004 55.85127669999999))",-4.218200600000004,55.8462767,POINT (-4.218200600000004 55.8462767),,,2.0,2.0,1.0,,,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,281,"POLYGON ((-4.223200600000004 55.84127669999999, -4.213200600000004 55.84127669999999, -4.213200600000004 55.83127669999999, -4.223200600000004 55.83127669999999, -4.223200600000004 55.84127669999999))",-4.218200600000004,55.836276699999985,POINT (-4.218200600000004 55.83627669999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,284,"POLYGON ((-4.223200600000004 55.81127669999999, -4.213200600000004 55.81127669999999, -4.213200600000004 55.8012767, -4.223200600000004 55.8012767, -4.223200600000004 55.81127669999999))",-4.218200600000004,55.80627669999999,POINT (-4.218200600000004 55.80627669999999),,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,285,"POLYGON ((-4.223200600000004 55.8012767, -4.213200600000004 55.8012767, -4.213200600000004 55.7912767, -4.223200600000004 55.7912767, -4.223200600000004 55.8012767))",-4.218200600000004,55.79627670000001,POINT (-4.218200600000004 55.79627670000001),,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,291,"POLYGON ((-4.213200600000004 55.90127669999998, -4.203200600000004 55.90127669999998, -4.203200600000004 55.89127669999998, -4.213200600000004 55.89127669999998, -4.213200600000004 55.90127669999998))",-4.208200600000004,55.89627669999997,POINT (-4.208200600000004 55.89627669999997),,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,292,"POLYGON ((-4.213200600000004 55.89127669999998, -4.203200600000004 55.89127669999998, -4.203200600000004 55.88127669999998, -4.213200600000004 55.88127669999998, -4.213200600000004 55.89127669999998))",-4.208200600000004,55.886276699999975,POINT (-4.208200600000004 55.88627669999997),,1.0,,3.0,2.0,,,1.0,1.0,,,,,,1.0,,4.0,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,293,"POLYGON ((-4.213200600000004 55.88127669999998, -4.203200600000004 55.88127669999998, -4.203200600000004 55.87127669999998, -4.213200600000004 55.87127669999998, -4.213200600000004 55.88127669999998))",-4.208200600000004,55.87627669999998,POINT (-4.208200600000004 55.87627669999998),,,,,3.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
183,294,"POLYGON ((-4.213200600000004 55.87127669999998, -4.203200600000004 55.87127669999998, -4.203200600000004 55.86127669999998, -4.213200600000004 55.86127669999998, -4.213200600000004 55.87127669999998))",-4.208200600000004,55.86627669999999,POINT (-4.208200600000004 55.86627669999999),,,1.0,,3.0,,,1.0,,,,1.0,,,5.0,1.0,5.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,295,"POLYGON ((-4.213200600000004 55.86127669999998, -4.203200600000004 55.86127669999998, -4.203200600000004 55.85127669999999, -4.213200600000004 55.85127669999999, -4.213200600000004 55.86127669999998))",-4.208200600000004,55.85627669999998,POINT (-4.208200600000004 55.85627669999998),,,1.0,,4.0,,,4.0,1.0,,,,,,2.0,,2.0,,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,296,"POLYGON ((-4.213200600000004 55.85127669999999, -4.203200600000004 55.85127669999999, -4.203200600000004 55.84127669999999, -4.213200600000004 55.84127669999999, -4.213200600000004 55.85127669999999))",-4.208200600000004,55.8462767,POINT (-4.208200600000004 55.8462767),,,,,,,,10.0,,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,307,"POLYGON ((-4.203200600000004 55.90127669999998, -4.193200600000004 55.90127669999998, -4.193200600000004 55.89127669999998, -4.203200600000004 55.89127669999998, -4.203200600000004 55.90127669999998))",-4.198200600000005,55.89627669999997,POINT (-4.198200600000005 55.89627669999997),,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,308,"POLYGON ((-4.203200600000004 55.89127669999998, -4.193200600000004 55.89127669999998, -4.193200600000004 55.88127669999998, -4.203200600000004 55.88127669999998, -4.203200600000004 55.89127669999998))",-4.198200600000005,55.886276699999975,POINT (-4.198200600000005 55.88627669999997),,,,,,1.0,1.0,,,,,1.0,,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,309,"POLYGON ((-4.203200600000004 55.88127669999998, -4.193200600000004 55.88127669999998, -4.193200600000004 55.87127669999998, -4.203200600000004 55.87127669999998, -4.203200600000004 55.88127669999998))",-4.198200600000005,55.87627669999998,POINT (-4.198200600000005 55.87627669999998),,,,,,,,5.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,310,"POLYGON ((-4.203200600000004 55.87127669999998, -4.193200600000004 55.87127669999998, -4.193200600000004 55.86127669999998, -4.203200600000004 55.86127669999998, -4.203200600000004 55.87127669999998))",-4.198200600000005,55.86627669999999,POINT (-4.198200600000005 55.86627669999999),,,,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,311,"POLYGON ((-4.203200600000004 55.86127669999998, -4.193200600000004 55.86127669999998, -4.193200600000004 55.85127669999999, -4.203200600000004 55.85127669999999, -4.203200600000004 55.86127669999998))",-4.198200600000005,55.85627669999998,POINT (-4.198200600000005 55.85627669999998),,,,3.0,1.0,,,18.0,,,2.0,1.0,,,6.0,,,,,,,,,,1.0,,,2.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
191,312,"POLYGON ((-4.203200600000004 55.85127669999999, -4.193200600000004 55.85127669999999, -4.193200600000004 55.84127669999999, -4.203200600000004 55.84127669999999, -4.203200600000004 55.85127669999999))",-4.198200600000005,55.8462767,POINT (-4.198200600000005 55.8462767),,,,2.0,2.0,1.0,,1.0,,,3.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
192,313,"POLYGON ((-4.203200600000004 55.84127669999999, -4.193200600000004 55.84127669999999, -4.193200600000004 55.83127669999999, -4.203200600000004 55.83127669999999, -4.203200600000004 55.84127669999999))",-4.198200600000005,55.836276699999985,POINT (-4.198200600000005 55.83627669999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,323,"POLYGON ((-4.193200600000004 55.90127669999998, -4.183200600000005 55.90127669999998, -4.183200600000005 55.89127669999998, -4.193200600000004 55.89127669999998, -4.193200600000004 55.90127669999998))",-4.1882006000000045,55.89627669999997,POINT (-4.188200600000004 55.89627669999997),,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,324,"POLYGON ((-4.193200600000004 55.89127669999998, -4.183200600000005 55.89127669999998, -4.183200600000005 55.88127669999998, -4.193200600000004 55.88127669999998, -4.193200600000004 55.89127669999998))",-4.1882006000000045,55.886276699999975,POINT (-4.188200600000004 55.88627669999997),,,1.0,,,,,2.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,325,"POLYGON ((-4.193200600000004 55.88127669999998, -4.183200600000005 55.88127669999998, -4.183200600000005 55.87127669999998, -4.193200600000004 55.87127669999998, -4.193200600000004 55.88127669999998))",-4.1882006000000045,55.87627669999998,POINT (-4.188200600000004 55.87627669999998),,,,3.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,326,"POLYGON ((-4.193200600000004 55.87127669999998, -4.183200600000005 55.87127669999998, -4.183200600000005 55.86127669999998, -4.193200600000004 55.86127669999998, -4.193200600000004 55.87127669999998))",-4.1882006000000045,55.86627669999999,POINT (-4.188200600000004 55.86627669999999),,1.0,,3.0,5.0,,1.0,4.0,,2.0,3.0,2.0,,,1.0,,10.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
197,327,"POLYGON ((-4.193200600000004 55.86127669999998, -4.183200600000005 55.86127669999998, -4.183200600000005 55.85127669999999, -4.193200600000004 55.85127669999999, -4.193200600000004 55.86127669999998))",-4.1882006000000045,55.85627669999998,POINT (-4.188200600000004 55.85627669999998),,,,2.0,3.0,,,2.0,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
198,328,"POLYGON ((-4.193200600000004 55.85127669999999, -4.183200600000005 55.85127669999999, -4.183200600000005 55.84127669999999, -4.193200600000004 55.84127669999999, -4.193200600000004 55.85127669999999))",-4.1882006000000045,55.8462767,POINT (-4.188200600000004 55.8462767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
199,339,"POLYGON ((-4.183200600000005 55.90127669999998, -4.173200600000005 55.90127669999998, -4.173200600000005 55.89127669999998, -4.183200600000005 55.89127669999998, -4.183200600000005 55.90127669999998))",-4.178200600000005,55.89627669999997,POINT (-4.178200600000005 55.89627669999997),,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,340,"POLYGON ((-4.183200600000005 55.89127669999998, -4.173200600000005 55.89127669999998, -4.173200600000005 55.88127669999998, -4.183200600000005 55.88127669999998, -4.183200600000005 55.89127669999998))",-4.178200600000005,55.886276699999975,POINT (-4.178200600000005 55.88627669999997),,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,341,"POLYGON ((-4.183200600000005 55.88127669999998, -4.173200600000005 55.88127669999998, -4.173200600000005 55.87127669999998, -4.183200600000005 55.87127669999998, -4.183200600000005 55.88127669999998))",-4.178200600000005,55.87627669999998,POINT (-4.178200600000005 55.87627669999998),,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,342,"POLYGON ((-4.183200600000005 55.87127669999998, -4.173200600000005 55.87127669999998, -4.173200600000005 55.86127669999998, -4.183200600000005 55.86127669999998, -4.183200600000005 55.87127669999998))",-4.178200600000005,55.86627669999999,POINT (-4.178200600000005 55.86627669999999),,,,1.0,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
203,343,"POLYGON ((-4.183200600000005 55.86127669999998, -4.173200600000005 55.86127669999998, -4.173200600000005 55.85127669999999, -4.183200600000005 55.85127669999999, -4.183200600000005 55.86127669999998))",-4.178200600000005,55.85627669999998,POINT (-4.178200600000005 55.85627669999998),,,,,2.0,,1.0,2.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,344,"POLYGON ((-4.183200600000005 55.85127669999999, -4.173200600000005 55.85127669999999, -4.173200600000005 55.84127669999999, -4.183200600000005 55.84127669999999, -4.183200600000005 55.85127669999999))",-4.178200600000005,55.8462767,POINT (-4.178200600000005 55.8462767),,,,1.0,1.0,1.0,,3.0,,,2.0,1.0,,,5.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,345,"POLYGON ((-4.183200600000005 55.84127669999999, -4.173200600000005 55.84127669999999, -4.173200600000005 55.83127669999999, -4.183200600000005 55.83127669999999, -4.183200600000005 55.84127669999999))",-4.178200600000005,55.836276699999985,POINT (-4.178200600000005 55.83627669999998),,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,355,"POLYGON ((-4.173200600000005 55.90127669999998, -4.163200600000005 55.90127669999998, -4.163200600000005 55.89127669999998, -4.173200600000005 55.89127669999998, -4.173200600000005 55.90127669999998))",-4.168200600000005,55.89627669999997,POINT (-4.168200600000005 55.89627669999997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
