,index,geometry,center_x,center_y,center,,pharmacy,recycling,place_of_worship,post_box,library,post_office,parking,fuel,bank,pub,telephone,toilets,taxi,bicycle_parking,motorcycle_parking,fast_food,bar,life_boats,restaurant,arts_centre,music_venue,nightclub,cafe,atm,community_centre,jobcentre,doctors,cinema,grave_yard,police,bus_station,theatre,bureau_de_change,hospital,bench,school,courthouse,ice_cream,fountain,left_luggage,drinking_water,casino,car_rental,car_wash,ferry_terminal,dentist,townhall,shelter,parking_entrance,conference_centre,marketplace,vending_machine,waste_basket,clock,studio,veterinary,gallery,gambling,kindergarten,social_facility,charging_station,bicycle_rental,car_sharing,clinic,water,compressed_air,public_building,social_centre,childcare,grit_bin,bicycle_repair_station,events_venue,embassy,college,circus_school,parcel_lockers,money_transfer,photo_booth,luggage_locker,university,venue,swimming_pool,fire_station,post_depot,crematorium,sport,nursing_home,biergarten,garden,prison,club,parking_space,trailer_park,archive,monastery
52,101,"POLYGON ((-4.333200600000001 55.88127669999998, -4.323200600000002 55.88127669999998, -4.323200600000002 55.87127669999998, -4.333200600000001 55.87127669999998, -4.333200600000001 55.88127669999998))",-4.3282006000000015,55.87627669999998,POINT (-4.328200600000002 55.87627669999998),,1.0,1.0,2.0,3.0,,,2.0,,,,2.0,1.0,,1.0,,3.0,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,102,"POLYGON ((-4.333200600000001 55.87127669999998, -4.323200600000002 55.87127669999998, -4.323200600000002 55.86127669999998, -4.333200600000001 55.86127669999998, -4.333200600000001 55.87127669999998))",-4.3282006000000015,55.86627669999999,POINT (-4.328200600000002 55.86627669999999),,,,,,,1.0,1.0,,,1.0,,,,2.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,103,"POLYGON ((-4.333200600000001 55.86127669999998, -4.323200600000002 55.86127669999998, -4.323200600000002 55.85127669999999, -4.333200600000001 55.85127669999999, -4.333200600000001 55.86127669999998))",-4.3282006000000015,55.85627669999998,POINT (-4.328200600000002 55.85627669999998),,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
55,104,"POLYGON ((-4.333200600000001 55.85127669999999, -4.323200600000002 55.85127669999999, -4.323200600000002 55.84127669999999, -4.333200600000001 55.84127669999999, -4.333200600000001 55.85127669999999))",-4.3282006000000015,55.8462767,POINT (-4.328200600000002 55.8462767),,,,,1.0,,,1.0,,,,,,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,105,"POLYGON ((-4.333200600000001 55.84127669999999, -4.323200600000002 55.84127669999999, -4.323200600000002 55.83127669999999, -4.333200600000001 55.83127669999999, -4.333200600000001 55.84127669999999))",-4.3282006000000015,55.836276699999985,POINT (-4.328200600000002 55.83627669999998),,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,106,"POLYGON ((-4.333200600000001 55.83127669999999, -4.323200600000002 55.83127669999999, -4.323200600000002 55.82127669999999, -4.333200600000001 55.82127669999999, -4.333200600000001 55.83127669999999))",-4.3282006000000015,55.82627669999999,POINT (-4.328200600000002 55.82627669999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,107,"POLYGON ((-4.333200600000001 55.82127669999999, -4.323200600000002 55.82127669999999, -4.323200600000002 55.81127669999999, -4.333200600000001 55.81127669999999, -4.333200600000001 55.82127669999999))",-4.3282006000000015,55.816276699999996,POINT (-4.328200600000002 55.8162767),,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,108,"POLYGON ((-4.333200600000001 55.81127669999999, -4.323200600000002 55.81127669999999, -4.323200600000002 55.8012767, -4.333200600000001 55.8012767, -4.333200600000001 55.81127669999999))",-4.3282006000000015,55.80627669999999,POINT (-4.328200600000002 55.80627669999999),,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,115,"POLYGON ((-4.323200600000002 55.90127669999998, -4.313200600000002 55.90127669999998, -4.313200600000002 55.89127669999998, -4.323200600000002 55.89127669999998, -4.323200600000002 55.90127669999998))",-4.318200600000002,55.89627669999997,POINT (-4.318200600000002 55.89627669999997),,,,,1.0,,,3.0,1.0,,1.0,1.0,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
61,116,"POLYGON ((-4.323200600000002 55.89127669999998, -4.313200600000002 55.89127669999998, -4.313200600000002 55.88127669999998, -4.323200600000002 55.88127669999998, -4.323200600000002 55.89127669999998))",-4.318200600000002,55.886276699999975,POINT (-4.318200600000002 55.88627669999997),,,,1.0,1.0,,,6.0,,,1.0,,1.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62,117,"POLYGON ((-4.323200600000002 55.88127669999998, -4.313200600000002 55.88127669999998, -4.313200600000002 55.87127669999998, -4.323200600000002 55.87127669999998, -4.323200600000002 55.88127669999998))",-4.318200600000002,55.87627669999998,POINT (-4.318200600000002 55.87627669999998),,1.0,,4.0,3.0,,1.0,,,1.0,,,1.0,1.0,1.0,,2.0,,,2.0,,,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,118,"POLYGON ((-4.323200600000002 55.87127669999998, -4.313200600000002 55.87127669999998, -4.313200600000002 55.86127669999998, -4.323200600000002 55.86127669999998, -4.323200600000002 55.87127669999998))",-4.318200600000002,55.86627669999999,POINT (-4.318200600000002 55.86627669999999),,,1.0,3.0,1.0,,1.0,1.0,,,2.0,,,,5.0,,,2.0,,1.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,119,"POLYGON ((-4.323200600000002 55.86127669999998, -4.313200600000002 55.86127669999998, -4.313200600000002 55.85127669999999, -4.323200600000002 55.85127669999999, -4.323200600000002 55.86127669999998))",-4.318200600000002,55.85627669999998,POINT (-4.318200600000002 55.85627669999998),,,,,,,1.0,2.0,1.0,,,,,,1.0,,3.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,120,"POLYGON ((-4.323200600000002 55.85127669999999, -4.313200600000002 55.85127669999999, -4.313200600000002 55.84127669999999, -4.323200600000002 55.84127669999999, -4.323200600000002 55.85127669999999))",-4.318200600000002,55.8462767,POINT (-4.318200600000002 55.8462767),,,1.0,,1.0,,,5.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,121,"POLYGON ((-4.323200600000002 55.84127669999999, -4.313200600000002 55.84127669999999, -4.313200600000002 55.83127669999999, -4.323200600000002 55.83127669999999, -4.323200600000002 55.84127669999999))",-4.318200600000002,55.836276699999985,POINT (-4.318200600000002 55.83627669999998),,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,122,"POLYGON ((-4.323200600000002 55.83127669999999, -4.313200600000002 55.83127669999999, -4.313200600000002 55.82127669999999, -4.323200600000002 55.82127669999999, -4.323200600000002 55.83127669999999))",-4.318200600000002,55.82627669999999,POINT (-4.318200600000002 55.82627669999999),,,,,,,,3.0,,,,,1.0,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,123,"POLYGON ((-4.323200600000002 55.82127669999999, -4.313200600000002 55.82127669999999, -4.313200600000002 55.81127669999999, -4.323200600000002 55.81127669999999, -4.323200600000002 55.82127669999999))",-4.318200600000002,55.816276699999996,POINT (-4.318200600000002 55.8162767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,130,"POLYGON ((-4.313200600000002 55.91127669999997, -4.303200600000002 55.91127669999997, -4.303200600000002 55.90127669999998, -4.313200600000002 55.90127669999998, -4.313200600000002 55.91127669999997))",-4.308200600000001,55.90627669999997,POINT (-4.308200600000001 55.90627669999997),,,,,1.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
70,131,"POLYGON ((-4.313200600000002 55.90127669999998, -4.303200600000002 55.90127669999998, -4.303200600000002 55.89127669999998, -4.313200600000002 55.89127669999998, -4.313200600000002 55.90127669999998))",-4.308200600000001,55.89627669999997,POINT (-4.308200600000001 55.89627669999997),,,1.0,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,132,"POLYGON ((-4.313200600000002 55.89127669999998, -4.303200600000002 55.89127669999998, -4.303200600000002 55.88127669999998, -4.313200600000002 55.88127669999998, -4.313200600000002 55.89127669999998))",-4.308200600000001,55.886276699999975,POINT (-4.308200600000001 55.88627669999997),,1.0,,1.0,2.0,,1.0,3.0,1.0,,1.0,1.0,,,1.0,,2.0,,,3.0,,,,1.0,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,133,"POLYGON ((-4.313200600000002 55.88127669999998, -4.303200600000002 55.88127669999998, -4.303200600000002 55.87127669999998, -4.313200600000002 55.87127669999998, -4.313200600000002 55.88127669999998))",-4.308200600000001,55.87627669999998,POINT (-4.308200600000001 55.87627669999998),,2.0,2.0,5.0,8.0,,1.0,3.0,,,1.0,3.0,,,5.0,,4.0,,,2.0,,,,6.0,3.0,2.0,,,,,,,,,,2.0,3.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
73,134,"POLYGON ((-4.313200600000002 55.87127669999998, -4.303200600000002 55.87127669999998, -4.303200600000002 55.86127669999998, -4.313200600000002 55.86127669999998, -4.313200600000002 55.87127669999998))",-4.308200600000001,55.86627669999999,POINT (-4.308200600000001 55.86627669999999),,1.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,5.0,9.0,,1.0,,14.0,,8.0,,,4.0,,,,7.0,8.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,4.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
74,135,"POLYGON ((-4.313200600000002 55.86127669999998, -4.303200600000002 55.86127669999998, -4.303200600000002 55.85127669999999, -4.313200600000002 55.85127669999999, -4.313200600000002 55.86127669999998))",-4.308200600000001,55.85627669999998,POINT (-4.308200600000001 55.85627669999998),,,,,,,,4.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
75,136,"POLYGON ((-4.313200600000002 55.85127669999999, -4.303200600000002 55.85127669999999, -4.303200600000002 55.84127669999999, -4.313200600000002 55.84127669999999, -4.313200600000002 55.85127669999999))",-4.308200600000001,55.8462767,POINT (-4.308200600000001 55.8462767),,,,,1.0,,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
76,137,"POLYGON ((-4.313200600000002 55.84127669999999, -4.303200600000002 55.84127669999999, -4.303200600000002 55.83127669999999, -4.313200600000002 55.83127669999999, -4.313200600000002 55.84127669999999))",-4.308200600000001,55.836276699999985,POINT (-4.308200600000001 55.83627669999998),,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,138,"POLYGON ((-4.313200600000002 55.83127669999999, -4.303200600000002 55.83127669999999, -4.303200600000002 55.82127669999999, -4.313200600000002 55.82127669999999, -4.313200600000002 55.83127669999999))",-4.308200600000001,55.82627669999999,POINT (-4.308200600000001 55.82627669999999),,,,,1.0,,,3.0,,,,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,139,"POLYGON ((-4.313200600000002 55.82127669999999, -4.303200600000002 55.82127669999999, -4.303200600000002 55.81127669999999, -4.313200600000002 55.81127669999999, -4.313200600000002 55.82127669999999))",-4.308200600000001,55.816276699999996,POINT (-4.308200600000001 55.8162767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,144,"POLYGON ((-4.303200600000002 55.93127669999997, -4.293200600000002 55.93127669999997, -4.293200600000002 55.92127669999997, -4.303200600000002 55.92127669999997, -4.303200600000002 55.93127669999997))",-4.298200600000002,55.926276699999974,POINT (-4.298200600000002 55.92627669999997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,145,"POLYGON ((-4.303200600000002 55.92127669999997, -4.293200600000002 55.92127669999997, -4.293200600000002 55.91127669999997, -4.303200600000002 55.91127669999997, -4.303200600000002 55.92127669999997))",-4.298200600000002,55.91627669999996,POINT (-4.298200600000002 55.91627669999996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,146,"POLYGON ((-4.303200600000002 55.91127669999997, -4.293200600000002 55.91127669999997, -4.293200600000002 55.90127669999998, -4.303200600000002 55.90127669999998, -4.303200600000002 55.91127669999997))",-4.298200600000002,55.90627669999997,POINT (-4.298200600000002 55.90627669999997),,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,147,"POLYGON ((-4.303200600000002 55.90127669999998, -4.293200600000002 55.90127669999998, -4.293200600000002 55.89127669999998, -4.303200600000002 55.89127669999998, -4.303200600000002 55.90127669999998))",-4.298200600000002,55.89627669999997,POINT (-4.298200600000002 55.89627669999997),,,,2.0,1.0,,,3.0,,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,148,"POLYGON ((-4.303200600000002 55.89127669999998, -4.293200600000002 55.89127669999998, -4.293200600000002 55.88127669999998, -4.303200600000002 55.88127669999998, -4.303200600000002 55.89127669999998))",-4.298200600000002,55.886276699999975,POINT (-4.298200600000002 55.88627669999997),,,,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,149,"POLYGON ((-4.303200600000002 55.88127669999998, -4.293200600000002 55.88127669999998, -4.293200600000002 55.87127669999998, -4.303200600000002 55.87127669999998, -4.303200600000002 55.88127669999998))",-4.298200600000002,55.87627669999998,POINT (-4.298200600000002 55.87627669999998),,2.0,1.0,3.0,10.0,,,4.0,,2.0,7.0,2.0,,,8.0,,7.0,2.0,,11.0,,,,10.0,1.0,1.0,,1.0,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,150,"POLYGON ((-4.303200600000002 55.87127669999998, -4.293200600000002 55.87127669999998, -4.293200600000002 55.86127669999998, -4.303200600000002 55.86127669999998, -4.303200600000002 55.87127669999998))",-4.298200600000002,55.86627669999999,POINT (-4.298200600000002 55.86627669999999),,,1.0,1.0,4.0,1.0,,9.0,,,7.0,3.0,,,14.0,,4.0,2.0,,15.0,,,1.0,10.0,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,
86,151,"POLYGON ((-4.303200600000002 55.86127669999998, -4.293200600000002 55.86127669999998, -4.293200600000002 55.85127669999999, -4.303200600000002 55.85127669999999, -4.303200600000002 55.86127669999998))",-4.298200600000002,55.85627669999998,POINT (-4.298200600000002 55.85627669999998),,,,,2.0,1.0,,4.0,,,1.0,,,,5.0,,2.0,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,152,"POLYGON ((-4.303200600000002 55.85127669999999, -4.293200600000002 55.85127669999999, -4.293200600000002 55.84127669999999, -4.303200600000002 55.84127669999999, -4.303200600000002 55.85127669999999))",-4.298200600000002,55.8462767,POINT (-4.298200600000002 55.8462767),,,1.0,3.0,3.0,,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,153,"POLYGON ((-4.303200600000002 55.84127669999999, -4.293200600000002 55.84127669999999, -4.293200600000002 55.83127669999999, -4.303200600000002 55.83127669999999, -4.303200600000002 55.84127669999999))",-4.298200600000002,55.836276699999985,POINT (-4.298200600000002 55.83627669999998),,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
89,154,"POLYGON ((-4.303200600000002 55.83127669999999, -4.293200600000002 55.83127669999999, -4.293200600000002 55.82127669999999, -4.303200600000002 55.82127669999999, -4.303200600000002 55.83127669999999))",-4.298200600000002,55.82627669999999,POINT (-4.298200600000002 55.82627669999999),,,,,,1.0,,3.0,,,1.0,,,,3.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
90,155,"POLYGON ((-4.303200600000002 55.82127669999999, -4.293200600000002 55.82127669999999, -4.293200600000002 55.81127669999999, -4.303200600000002 55.81127669999999, -4.303200600000002 55.82127669999999))",-4.298200600000002,55.816276699999996,POINT (-4.298200600000002 55.8162767),,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,160,"POLYGON ((-4.293200600000002 55.93127669999997, -4.283200600000002 55.93127669999997, -4.283200600000002 55.92127669999997, -4.293200600000002 55.92127669999997, -4.293200600000002 55.93127669999997))",-4.288200600000002,55.926276699999974,POINT (-4.288200600000002 55.92627669999997),,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,161,"POLYGON ((-4.293200600000002 55.92127669999997, -4.283200600000002 55.92127669999997, -4.283200600000002 55.91127669999997, -4.293200600000002 55.91127669999997, -4.293200600000002 55.92127669999997))",-4.288200600000002,55.91627669999996,POINT (-4.288200600000002 55.91627669999996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,162,"POLYGON ((-4.293200600000002 55.91127669999997, -4.283200600000002 55.91127669999997, -4.283200600000002 55.90127669999998, -4.293200600000002 55.90127669999998, -4.293200600000002 55.91127669999997))",-4.288200600000002,55.90627669999997,POINT (-4.288200600000002 55.90627669999997),,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,163,"POLYGON ((-4.293200600000002 55.90127669999998, -4.283200600000002 55.90127669999998, -4.283200600000002 55.89127669999998, -4.293200600000002 55.89127669999998, -4.293200600000002 55.90127669999998))",-4.288200600000002,55.89627669999997,POINT (-4.288200600000002 55.89627669999997),,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,164,"POLYGON ((-4.293200600000002 55.89127669999998, -4.283200600000002 55.89127669999998, -4.283200600000002 55.88127669999998, -4.293200600000002 55.88127669999998, -4.293200600000002 55.89127669999998))",-4.288200600000002,55.886276699999975,POINT (-4.288200600000002 55.88627669999997),,1.0,,1.0,1.0,1.0,1.0,12.0,,1.0,2.0,1.0,,,6.0,,7.0,,,1.0,,,1.0,,3.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,2.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
96,165,"POLYGON ((-4.293200600000002 55.88127669999998, -4.283200600000002 55.88127669999998, -4.283200600000002 55.87127669999998, -4.293200600000002 55.87127669999998, -4.293200600000002 55.88127669999998))",-4.288200600000002,55.87627669999998,POINT (-4.288200600000002 55.87627669999998),,2.0,2.0,4.0,6.0,2.0,1.0,15.0,,4.0,7.0,6.0,3.0,1.0,19.0,,5.0,7.0,,17.0,,,,17.0,4.0,,,,1.0,,,,2.0,,,8.0,4.0,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
97,166,"POLYGON ((-4.293200600000002 55.87127669999998, -4.283200600000002 55.87127669999998, -4.283200600000002 55.86127669999998, -4.293200600000002 55.86127669999998, -4.293200600000002 55.87127669999998))",-4.288200600000002,55.86627669999999,POINT (-4.288200600000002 55.86627669999999),,1.0,2.0,2.0,5.0,,2.0,10.0,,,11.0,2.0,1.0,,13.0,2.0,4.0,1.0,,21.0,,,,9.0,1.0,,,1.0,,,,,1.0,,,9.0,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
98,167,"POLYGON ((-4.293200600000002 55.86127669999998, -4.283200600000002 55.86127669999998, -4.283200600000002 55.85127669999999, -4.293200600000002 55.85127669999999, -4.293200600000002 55.86127669999998))",-4.288200600000002,55.85627669999998,POINT (-4.288200600000002 55.85627669999998),,,,1.0,4.0,,,9.0,,,3.0,,1.0,,5.0,,,,,1.0,,,,3.0,1.0,,,,,,,,1.0,,,12.0,1.0,,,,,,,,,1.0,1.0,,,,,,,10.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,,,,,
99,168,"POLYGON ((-4.293200600000002 55.85127669999999, -4.283200600000002 55.85127669999999, -4.283200600000002 55.84127669999999, -4.293200600000002 55.84127669999999, -4.293200600000002 55.85127669999999))",-4.288200600000002,55.8462767,POINT (-4.288200600000002 55.8462767),,,3.0,,4.0,,,11.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
100,169,"POLYGON ((-4.293200600000002 55.84127669999999, -4.283200600000002 55.84127669999999, -4.283200600000002 55.83127669999999, -4.293200600000002 55.83127669999999, -4.293200600000002 55.84127669999999))",-4.288200600000002,55.836276699999985,POINT (-4.288200600000002 55.83627669999998),,,2.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,170,"POLYGON ((-4.293200600000002 55.83127669999999, -4.283200600000002 55.83127669999999, -4.283200600000002 55.82127669999999, -4.293200600000002 55.82127669999999, -4.293200600000002 55.83127669999999))",-4.288200600000002,55.82627669999999,POINT (-4.288200600000002 55.82627669999999),,1.0,1.0,5.0,2.0,,,3.0,1.0,,1.0,1.0,,,5.0,,1.0,1.0,,4.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,171,"POLYGON ((-4.293200600000002 55.82127669999999, -4.283200600000002 55.82127669999999, -4.283200600000002 55.81127669999999, -4.293200600000002 55.81127669999999, -4.293200600000002 55.82127669999999))",-4.288200600000002,55.816276699999996,POINT (-4.288200600000002 55.8162767),,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,176,"POLYGON ((-4.283200600000002 55.93127669999997, -4.273200600000003 55.93127669999997, -4.273200600000003 55.92127669999997, -4.283200600000002 55.92127669999997, -4.283200600000002 55.93127669999997))",-4.278200600000003,55.926276699999974,POINT (-4.278200600000003 55.92627669999997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
